law_id,act_name,violation_type,evidence,gap_amount,gap_percentage,severity,applicable_rule,state_affected,worker_id,industry,education,gender
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹14308 vs state minimum ₹19500,5192.0,26.625641025641027,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Rajasthan,8620,Food Processing,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16850 vs state minimum ₹17500,650.0,3.7142857142857144,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Odisha,8624,Textiles,12th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹6256 vs state minimum ₹20400,14144.0,69.33333333333334,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Haryana,8625,Agriculture,Illiterate,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 29.1% of male average,15213.632458966098,70.861168620577,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Haryana,8625,Agriculture,Illiterate,Female
10,Agricultural Laborers Act (State-wise),Agricultural Wage Standard Violation,Agricultural worker earning 30.6% of agricultural average,11108.714956331874,63.972918555056324,HIGH,State Agricultural Laborers Act (varies by state),Haryana,8625,Agriculture,Illiterate,Female
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",44.0,0.6984126984126984,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",Haryana,8625,Agriculture,Illiterate,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹21101 vs state minimum ₹21600,499.0,2.310185185185185,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Karnataka,8627,Silk,Diploma,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13080 vs state minimum ₹19500,6420.0,32.92307692307692,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,8628,Metals,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹11951 vs state minimum ₹19500,7549.0,38.712820512820514,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,8631,Food Processing,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 55.7% of male average,9518.632458966098,44.33533027246095,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,8631,Food Processing,10th Pass,Female
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",649.0,5.150793650793651,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",Uttar Pradesh,8631,Food Processing,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13231 vs state minimum ₹19500,6269.0,32.148717948717945,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Rajasthan,8633,Agriculture,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 61.6% of male average,8238.632458966098,38.37342103881941,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Rajasthan,8633,Agriculture,10th Pass,Female
10,Agricultural Laborers Act (State-wise),Agricultural Wage Standard Violation,Agricultural worker earning 64.8% of agricultural average,4133.714956331874,23.805256617958793,HIGH,State Agricultural Laborers Act (varies by state),Rajasthan,8633,Agriculture,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹18228 vs state minimum ₹22500,4272.0,18.986666666666665,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Chhattisgarh,8634,Retail,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹14931 vs state minimum ₹19500,4569.0,23.43076923076923,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,8635,Retail,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹8867 vs state minimum ₹19500,10633.0,54.52820512820513,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,8642,Construction,Illiterate,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 41.3% of male average,12602.632458966098,58.69980533226602,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,8642,Construction,Illiterate,Female
5,"Building and Other Construction Workers Act, 1996",Construction Wage Standard Violation,Construction worker earning 44.4% of construction average,8114.525546305933,47.78443211229113,HIGH,"Section 20-22 of Building & Construction Workers Act, 1996",Uttar Pradesh,8642,Construction,Illiterate,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16269 vs state minimum ₹20400,4131.0,20.25,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,8643,Metals,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16507 vs state minimum ₹21600,5093.0,23.578703703703706,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Karnataka,8647,Small Manufacturing,Diploma,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 76.9% of male average,4962.632458966098,23.114659593968106,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Karnataka,8647,Small Manufacturing,Diploma,Female
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",3293.0,16.63131313131313,HIGH,"Section 2A-2B of Industrial Disputes Act, 1947",Karnataka,8647,Small Manufacturing,Diploma,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13749 vs state minimum ₹19500,5751.0,29.49230769230769,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Rajasthan,8649,Food Processing,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹14640 vs state minimum ₹19500,4860.0,24.923076923076923,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,8651,Chemicals,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹7655 vs state minimum ₹20400,12745.0,62.47549019607843,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",West Bengal,8653,Textiles,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹19305 vs state minimum ₹21600,2295.0,10.625,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Karnataka,8654,Construction,12th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 89.9% of male average,2164.632458966098,10.082298628554815,HIGH,"Section 5 of Equal Remuneration Act, 1976",Karnataka,8654,Construction,12th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹9933 vs state minimum ₹21600,11667.0,54.013888888888886,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Karnataka,8658,Metals,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16407 vs state minimum ₹20400,3993.0,19.573529411764707,HIGH,"Section 3-5 of Minimum Wages Act, 1948",West Bengal,8661,Leather,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 76.4% of male average,5062.632458966098,23.580433752846353,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",West Bengal,8661,Leather,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16152 vs state minimum ₹18000,1848.0,10.266666666666667,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Madhya Pradesh,8662,Small Manufacturing,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹15087 vs state minimum ₹20400,5313.0,26.044117647058822,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,8665,Silk,12th Pass,Male
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",1113.0,6.870370370370369,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",Maharashtra,8665,Silk,12th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13857 vs state minimum ₹19500,5643.0,28.938461538461542,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Telangana,8667,Construction,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 64.5% of male average,7612.632458966098,35.4576748042416,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Telangana,8667,Construction,10th Pass,Female
5,"Building and Other Construction Workers Act, 1996",Construction Wage Standard Violation,Construction worker earning 69.4% of construction average,3124.525546305933,18.3995574354368,HIGH,"Section 20-22 of Building & Construction Workers Act, 1996",Telangana,8667,Construction,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹8786 vs state minimum ₹17500,8714.0,49.794285714285714,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Odisha,8668,Manufacturing,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹11521 vs state minimum ₹19500,7979.0,40.91794871794872,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,8669,Small Manufacturing,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 53.7% of male average,9948.632458966098,46.3381591556374,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,8669,Small Manufacturing,10th Pass,Female
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",1079.0,8.563492063492063,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",Uttar Pradesh,8669,Small Manufacturing,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13803 vs state minimum ₹19500,5697.0,29.215384615384615,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,8670,Leather,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 64.3% of male average,7666.632458966098,35.70919285003585,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,8670,Leather,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13865 vs state minimum ₹21600,7735.0,35.81018518518518,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Karnataka,8672,IT Services,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹9363 vs state minimum ₹20400,11037.0,54.10294117647059,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,8673,Retail,5th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 43.6% of male average,12106.632458966098,56.38956550422992,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Maharashtra,8673,Retail,5th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹21596 vs state minimum ₹21600,4.0,0.018518518518518517,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Gujarat,8674,Textiles,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13650 vs state minimum ₹20400,6750.0,33.088235294117645,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",West Bengal,8677,Agriculture,Illiterate,Male
10,Agricultural Laborers Act (State-wise),Agricultural Wage Standard Violation,Agricultural worker earning 66.8% of agricultural average,3714.7149563318744,21.392317499443546,HIGH,State Agricultural Laborers Act (varies by state),West Bengal,8677,Agriculture,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹12891 vs state minimum ₹19500,6609.0,33.892307692307696,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,8678,Agriculture,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 60.0% of male average,8578.632458966098,39.95705317900544,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,8678,Agriculture,10th Pass,Female
10,Agricultural Laborers Act (State-wise),Agricultural Wage Standard Violation,Agricultural worker earning 63.1% of agricultural average,4473.714956331874,25.763250174749214,HIGH,State Agricultural Laborers Act (varies by state),Uttar Pradesh,8678,Agriculture,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹11206 vs state minimum ₹19500,8294.0,42.53333333333333,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Rajasthan,8679,Silk,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹17186 vs state minimum ₹21600,4414.0,20.435185185185183,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Karnataka,8680,Mining,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹15690 vs state minimum ₹18500,2810.0,15.18918918918919,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Punjab,8685,Construction,Illiterate,Male
5,"Building and Other Construction Workers Act, 1996",Construction Wage Standard Violation,Construction worker earning 78.5% of construction average,1291.525546305933,7.605474212456043,HIGH,"Section 20-22 of Building & Construction Workers Act, 1996",Punjab,8685,Construction,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹19206 vs state minimum ₹19500,294.0,1.5076923076923077,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,8686,IT Services,12th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13838 vs state minimum ₹18000,4162.0,23.12222222222222,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Tamil Nadu,8687,Leather,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹11937 vs state minimum ₹19500,7563.0,38.784615384615385,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Telangana,8688,Retail,5th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 55.6% of male average,9532.632458966098,44.4005386547039,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Telangana,8688,Retail,5th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16137 vs state minimum ₹19500,3363.0,17.24615384615385,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,8690,Agriculture,10th Pass,Male
10,Agricultural Laborers Act (State-wise),Agricultural Wage Standard Violation,Agricultural worker earning 79.0% of agricultural average,1227.7149563318744,7.070170511979525,HIGH,State Agricultural Laborers Act (varies by state),Uttar Pradesh,8690,Agriculture,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13402 vs state minimum ₹20400,6998.0,34.30392156862745,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Haryana,8691,Agriculture,10th Pass,Male
10,Agricultural Laborers Act (State-wise),Agricultural Wage Standard Violation,Agricultural worker earning 65.6% of agricultural average,3962.7149563318744,22.82050103498479,HIGH,State Agricultural Laborers Act (varies by state),Haryana,8691,Agriculture,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹12050 vs state minimum ₹19500,7450.0,38.205128205128204,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,8692,IT Services,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 56.1% of male average,9419.632458966098,43.87421385517148,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,8692,IT Services,10th Pass,Female
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",550.0,4.365079365079365,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",Uttar Pradesh,8692,IT Services,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹19613 vs state minimum ₹21600,1987.0,9.199074074074073,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Gujarat,8694,Agriculture,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16480 vs state minimum ₹19500,3020.0,15.487179487179487,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,8696,Metals,5th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 76.8% of male average,4989.632458966098,23.240418616865234,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,8696,Metals,5th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹14404 vs state minimum ₹20400,5996.0,29.3921568627451,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,8697,Metals,12th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 67.1% of male average,7065.632458966098,32.90989015517759,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Maharashtra,8697,Metals,12th Pass,Female
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",1796.0,11.08641975308642,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",Maharashtra,8697,Metals,12th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13076 vs state minimum ₹21600,8524.0,39.46296296296296,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Gujarat,8701,Leather,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹9545 vs state minimum ₹21600,12055.0,55.81018518518519,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Gujarat,8702,Machinery,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹12709 vs state minimum ₹19500,6791.0,34.825641025641026,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Rajasthan,8703,Small Manufacturing,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹14875 vs state minimum ₹20400,5525.0,27.083333333333332,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",West Bengal,8704,Manufacturing,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹17068 vs state minimum ₹19500,2432.0,12.471794871794872,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,8706,IT Services,Diploma,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 79.5% of male average,4401.632458966098,20.501666562661153,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,8706,IT Services,Diploma,Female
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",2732.0,13.797979797979798,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",Uttar Pradesh,8706,IT Services,Diploma,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹14933 vs state minimum ₹19500,4567.0,23.42051282051282,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,8709,Manufacturing,12th Pass,Male
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",1267.0,7.820987654320987,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",Uttar Pradesh,8709,Manufacturing,12th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13879 vs state minimum ₹20400,6521.0,31.965686274509803,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,8713,IT Services,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 64.6% of male average,7590.632458966098,35.35520448928838,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Maharashtra,8713,IT Services,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹10833 vs state minimum ₹20400,9567.0,46.89705882352941,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",West Bengal,8715,IT Services,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹17737 vs state minimum ₹20400,2663.0,13.053921568627452,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Haryana,8716,Agriculture,12th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 82.6% of male average,3732.632458966098,17.385637439765695,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Haryana,8716,Agriculture,12th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13943 vs state minimum ₹21600,7657.0,35.44907407407407,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Gujarat,8719,Manufacturing,5th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 64.9% of male average,7526.632458966098,35.05710902760631,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Gujarat,8719,Manufacturing,5th Pass,Female
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",1453.0,5.045138888888888,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",Tamil Nadu,8721,Textiles,Graduate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13494 vs state minimum ₹19500,6006.0,30.8,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Rajasthan,8723,Agriculture,5th Pass,Male
10,Agricultural Laborers Act (State-wise),Agricultural Wage Standard Violation,Agricultural worker earning 66.1% of agricultural average,3870.7149563318744,22.290691013735618,HIGH,State Agricultural Laborers Act (varies by state),Rajasthan,8723,Agriculture,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹7528 vs state minimum ₹19500,11972.0,61.3948717948718,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,8726,Agriculture,5th Pass,Male
10,Agricultural Laborers Act (State-wise),Agricultural Wage Standard Violation,Agricultural worker earning 36.8% of agricultural average,9836.714956331874,56.64771913082865,HIGH,State Agricultural Laborers Act (varies by state),Uttar Pradesh,8726,Agriculture,5th Pass,Male
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",572.0,7.061728395061728,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",Uttar Pradesh,8726,Agriculture,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹17238 vs state minimum ₹20400,3162.0,15.5,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Haryana,8727,Chemicals,Diploma,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 80.3% of male average,4231.632458966098,19.709850492568137,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Haryana,8727,Chemicals,Diploma,Female
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",2562.0,12.93939393939394,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",Haryana,8727,Chemicals,Diploma,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16932 vs state minimum ₹19500,2568.0,13.169230769230769,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,8732,Chemicals,12th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹7681 vs state minimum ₹20400,12719.0,62.34803921568628,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",West Bengal,8738,Small Manufacturing,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹10361 vs state minimum ₹20400,10039.0,49.21078431372549,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,8740,Food Processing,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹14182 vs state minimum ₹21600,7418.0,34.34259259259259,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Karnataka,8741,Construction,5th Pass,Male
5,"Building and Other Construction Workers Act, 1996",Construction Wage Standard Violation,Construction worker earning 71.0% of construction average,2799.525546305933,16.485712892355107,HIGH,"Section 20-22 of Building & Construction Workers Act, 1996",Karnataka,8741,Construction,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹11179 vs state minimum ₹20400,9221.0,45.200980392156865,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,8742,Food Processing,5th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 52.1% of male average,10290.632458966098,47.931106779001,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Maharashtra,8742,Food Processing,5th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹15623 vs state minimum ₹19500,3877.0,19.882051282051282,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,8743,Construction,10th Pass,Male
5,"Building and Other Construction Workers Act, 1996",Construction Wage Standard Violation,Construction worker earning 78.2% of construction average,1358.525546305933,8.000020625952885,HIGH,"Section 20-22 of Building & Construction Workers Act, 1996",Uttar Pradesh,8743,Construction,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹6979 vs state minimum ₹20400,13421.0,65.7892156862745,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,8746,Manufacturing,Illiterate,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 32.5% of male average,14490.632458966098,67.4936214518873,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Maharashtra,8746,Manufacturing,Illiterate,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹18025 vs state minimum ₹19500,1475.0,7.564102564102564,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Rajasthan,8747,Small Manufacturing,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16989 vs state minimum ₹21600,4611.0,21.34722222222222,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Karnataka,8749,IT Services,12th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 79.1% of male average,4480.632458966098,20.869628148174968,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Karnataka,8749,IT Services,12th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16374 vs state minimum ₹20400,4026.0,19.735294117647058,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Haryana,8750,Agriculture,12th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 76.3% of male average,5095.632458966098,23.734139225276174,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Haryana,8750,Agriculture,12th Pass,Female
10,Agricultural Laborers Act (State-wise),Agricultural Wage Standard Violation,Agricultural worker earning 80.2% of agricultural average,990.7149563318744,5.705333826805028,HIGH,State Agricultural Laborers Act (varies by state),Haryana,8750,Agriculture,12th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹15161 vs state minimum ₹19500,4339.0,22.25128205128205,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,8752,Small Manufacturing,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 70.6% of male average,6308.632458966098,29.38397977246928,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,8752,Small Manufacturing,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹12547 vs state minimum ₹20400,7853.0,38.495098039215684,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,8753,Construction,10th Pass,Male
5,"Building and Other Construction Workers Act, 1996",Construction Wage Standard Violation,Construction worker earning 62.8% of construction average,4434.525546305933,26.113823132166093,HIGH,"Section 20-22 of Building & Construction Workers Act, 1996",Maharashtra,8753,Construction,10th Pass,Male
