worker_id,state,industry,gender,education_level,experience_years,actual_monthly_wage,min_wage_standard,wage_gap,gap_percentage,is_underpaid,fair_wage_estimate,fair_wage_gap,fair_wage_gap_pct
7856,Karnataka,Textiles,Male,Illiterate,1,7779,21600,13821,63.99,True,7000,-779,-11.13
7857,Punjab,Construction,Male,Illiterate,24,16410,18500,2090,11.3,True,7000,-9410,-134.43
7858,Gujarat,Agriculture,Male,5th Pass,26,19391,21600,2209,10.23,True,9000,-10391,-115.46
7859,Rajasthan,Construction,Male,12th Pass,4,21304,19500,-1804,-9.25,False,18000,-3304,-18.36
7860,Tamil Nadu,Agriculture,Male,12th Pass,17,22979,18000,-4979,-27.66,False,18000,-4979,-27.66
7861,Tamil Nadu,Manufacturing,Female,Post-Graduate,9,33800,18000,-15800,-87.78,False,45000,11200,24.89
7862,Uttar Pradesh,Retail,Female,12th Pass,34,27726,19500,-8226,-42.18,False,18000,-9726,-54.03
7863,Uttar Pradesh,Silk,Female,10th Pass,32,23615,19500,-4115,-21.1,False,14000,-9615,-68.68
7864,Karnataka,Agriculture,Male,12th Pass,10,18695,21600,2905,13.45,True,18000,-695,-3.86
7865,Gujarat,Leather,Male,Graduate,3,30937,21600,-9337,-43.23,False,32000,1063,3.32
7866,Tamil Nadu,Food Processing,Male,Illiterate,11,11320,18000,6680,37.11,True,7000,-4320,-61.71
7867,Maharashtra,Retail,Female,10th Pass,13,14917,20400,5483,26.88,True,14000,-917,-6.55
7868,West Bengal,Construction,Male,10th Pass,21,22075,20400,-1675,-8.21,False,14000,-8075,-57.68
7869,West Bengal,Metals,Female,5th Pass,0,7781,20400,12619,61.86,True,9000,1219,13.54
7870,Maharashtra,Textiles,Female,10th Pass,3,14932,20400,5468,26.8,True,14000,-932,-6.66
7871,Maharashtra,Machinery,Female,10th Pass,15,18438,20400,1962,9.62,True,14000,-4438,-31.7
7872,Uttar Pradesh,Construction,Female,Diploma,5,17170,19500,2330,11.95,True,22000,4830,21.95
7873,West Bengal,Food Processing,Male,Illiterate,27,17042,20400,3358,16.46,True,7000,-10042,-143.46
7874,Uttar Pradesh,Textiles,Female,10th Pass,9,15867,19500,3633,18.63,True,14000,-1867,-13.34
7875,Punjab,Construction,Male,12th Pass,10,17093,18500,1407,7.61,True,18000,907,5.04
7876,Tamil Nadu,Textiles,Male,Illiterate,18,13366,18000,4634,25.74,True,7000,-6366,-90.94
7877,Haryana,Textiles,Male,12th Pass,8,20361,20400,39,0.19,True,18000,-2361,-13.12
7878,Maharashtra,Agriculture,Female,12th Pass,7,16495,20400,3905,19.14,True,18000,1505,8.36
7879,Haryana,IT Services,Male,5th Pass,31,19879,20400,521,2.55,True,9000,-10879,-120.88
7880,Madhya Pradesh,Small Manufacturing,Male,12th Pass,24,28658,18000,-10658,-59.21,False,18000,-10658,-59.21
7881,Maharashtra,Manufacturing,Male,Illiterate,29,18152,20400,2248,11.02,True,7000,-11152,-159.31
7882,Uttar Pradesh,Food Processing,Female,12th Pass,24,17922,19500,1578,8.09,True,18000,78,0.43
7883,Jharkhand,Machinery,Male,10th Pass,28,21051,17800,-3251,-18.26,False,14000,-7051,-50.36
7884,Odisha,IT Services,Female,12th Pass,1,18271,17500,-771,-4.41,False,18000,-271,-1.51
7885,Karnataka,Agriculture,Female,Diploma,15,25732,21600,-4132,-19.13,False,22000,-3732,-16.96
7886,Maharashtra,Retail,Male,Illiterate,2,8386,20400,12014,58.89,True,7000,-1386,-19.8
7887,Punjab,IT Services,Female,5th Pass,1,9430,18500,9070,49.03,True,9000,-430,-4.78
7888,West Bengal,Food Processing,Male,Graduate,31,48410,20400,-28010,-137.3,False,32000,-16410,-51.28
7889,Jharkhand,IT Services,Male,10th Pass,29,25535,17800,-7735,-43.46,False,14000,-11535,-82.39
7890,Maharashtra,Mining,Female,12th Pass,0,13636,20400,6764,33.16,True,18000,4364,24.24
7891,West Bengal,Retail,Male,Graduate,7,38318,20400,-17918,-87.83,False,32000,-6318,-19.74
7892,West Bengal,Services,Female,Diploma,32,27426,20400,-7026,-34.44,False,22000,-5426,-24.66
7893,Odisha,Agriculture,Male,10th Pass,23,23543,17500,-6043,-34.53,False,14000,-9543,-68.16
7894,Haryana,Food Processing,Male,12th Pass,1,17504,20400,2896,14.2,True,18000,496,2.76
7895,Karnataka,Food Processing,Male,5th Pass,22,18265,21600,3335,15.44,True,9000,-9265,-102.94
7896,Uttar Pradesh,Machinery,Male,10th Pass,27,24182,19500,-4682,-24.01,False,14000,-10182,-72.73
7897,Uttar Pradesh,Construction,Male,10th Pass,15,20891,19500,-1391,-7.13,False,14000,-6891,-49.22
7898,Haryana,Construction,Male,10th Pass,2,16306,20400,4094,20.07,True,14000,-2306,-16.47
7899,Maharashtra,Manufacturing,Male,Diploma,3,26811,20400,-6411,-31.43,False,22000,-4811,-21.87
7900,Punjab,IT Services,Male,5th Pass,23,15902,18500,2598,14.04,True,9000,-6902,-76.69
7901,Maharashtra,IT Services,Male,5th Pass,32,20748,20400,-348,-1.71,False,9000,-11748,-130.53
7902,Tamil Nadu,Leather,Female,Post-Graduate,16,48189,18000,-30189,-167.72,False,45000,-3189,-7.09
7903,Jharkhand,Construction,Male,5th Pass,2,9629,17800,8171,45.9,True,9000,-629,-6.99
7904,Telangana,Chemicals,Female,10th Pass,1,13531,19500,5969,30.61,True,14000,469,3.35
7905,Maharashtra,Manufacturing,Female,12th Pass,33,21574,20400,-1174,-5.75,False,18000,-3574,-19.86
7906,Madhya Pradesh,Construction,Female,Graduate,21,26748,18000,-8748,-48.6,False,32000,5252,16.41
7907,West Bengal,Textiles,Male,12th Pass,24,20193,20400,207,1.01,True,18000,-2193,-12.18
7908,Telangana,Textiles,Male,Post-Graduate,17,46541,19500,-27041,-138.67,False,45000,-1541,-3.42
7909,Odisha,Agriculture,Male,10th Pass,3,12794,17500,4706,26.89,True,14000,1206,8.61
7910,Uttar Pradesh,Food Processing,Male,10th Pass,0,16265,19500,3235,16.59,True,14000,-2265,-16.18
7911,Haryana,Silk,Male,10th Pass,17,18417,20400,1983,9.72,True,14000,-4417,-31.55
7912,Telangana,Food Processing,Female,12th Pass,22,18476,19500,1024,5.25,True,18000,-476,-2.64
7913,Karnataka,Small Manufacturing,Female,Diploma,19,23035,21600,-1435,-6.64,False,22000,-1035,-4.7
7914,Haryana,Leather,Female,10th Pass,28,20935,20400,-535,-2.62,False,14000,-6935,-49.54
7915,Punjab,Construction,Female,Post-Graduate,29,42258,18500,-23758,-128.42,False,45000,2742,6.09
7916,Tamil Nadu,Textiles,Male,Graduate,7,35251,18000,-17251,-95.84,False,32000,-3251,-10.16
7917,Maharashtra,Silk,Female,5th Pass,18,12692,20400,7708,37.78,True,9000,-3692,-41.02
7918,Maharashtra,Agriculture,Male,12th Pass,6,21207,20400,-807,-3.96,False,18000,-3207,-17.82
7919,Tamil Nadu,Textiles,Female,Illiterate,28,14522,18000,3478,19.32,True,7000,-7522,-107.46
7920,Tamil Nadu,IT Services,Male,Illiterate,15,10058,18000,7942,44.12,True,7000,-3058,-43.69
7921,Maharashtra,Silk,Male,12th Pass,4,18152,20400,2248,11.02,True,18000,-152,-0.84
7922,Karnataka,Construction,Female,12th Pass,30,24442,21600,-2842,-13.16,False,18000,-6442,-35.79
7923,Tamil Nadu,Construction,Female,Graduate,17,32633,18000,-14633,-81.29,False,32000,-633,-1.98
7924,Maharashtra,Metals,Female,Illiterate,21,9261,20400,11139,54.6,True,7000,-2261,-32.3
7925,Madhya Pradesh,Manufacturing,Male,Graduate,5,36243,18000,-18243,-101.35,False,32000,-4243,-13.26
7926,Gujarat,Textiles,Female,10th Pass,9,11755,21600,9845,45.58,True,14000,2245,16.04
7927,Karnataka,IT Services,Male,5th Pass,16,15911,21600,5689,26.34,True,9000,-6911,-76.79
7928,Karnataka,Retail,Male,10th Pass,8,14434,21600,7166,33.18,True,14000,-434,-3.1
7929,Punjab,Mining,Male,12th Pass,2,16321,18500,2179,11.78,True,18000,1679,9.33
7930,Haryana,Textiles,Male,12th Pass,3,21514,20400,-1114,-5.46,False,18000,-3514,-19.52
7931,Tamil Nadu,Mining,Male,Diploma,31,36707,18000,-18707,-103.93,False,22000,-14707,-66.85
7932,Odisha,Leather,Female,Diploma,21,26947,17500,-9447,-53.98,False,22000,-4947,-22.49
7933,West Bengal,Manufacturing,Male,12th Pass,7,16840,20400,3560,17.45,True,18000,1160,6.44
7934,Tamil Nadu,Small Manufacturing,Male,10th Pass,25,20472,18000,-2472,-13.73,False,14000,-6472,-46.23
7935,Chhattisgarh,Mining,Female,12th Pass,28,20072,22500,2428,10.79,True,18000,-2072,-11.51
7936,Chhattisgarh,Textiles,Female,Diploma,29,27429,22500,-4929,-21.91,False,22000,-5429,-24.68
7937,Uttar Pradesh,Agriculture,Male,10th Pass,26,21798,19500,-2298,-11.78,False,14000,-7798,-55.7
7938,Telangana,Food Processing,Male,12th Pass,19,28273,19500,-8773,-44.99,False,18000,-10273,-57.07
7939,Haryana,Textiles,Male,Graduate,34,39351,20400,-18951,-92.9,False,32000,-7351,-22.97
7940,Odisha,Agriculture,Male,12th Pass,14,19112,17500,-1612,-9.21,False,18000,-1112,-6.18
7941,West Bengal,Textiles,Male,10th Pass,13,15094,20400,5306,26.01,True,14000,-1094,-7.81
7942,Uttar Pradesh,Manufacturing,Male,Illiterate,21,15618,19500,3882,19.91,True,7000,-8618,-123.11
7943,Tamil Nadu,Agriculture,Male,10th Pass,21,22394,18000,-4394,-24.41,False,14000,-8394,-59.96
7944,Uttar Pradesh,Machinery,Male,12th Pass,22,22836,19500,-3336,-17.11,False,18000,-4836,-26.87
7945,Uttar Pradesh,IT Services,Male,Diploma,2,26100,19500,-6600,-33.85,False,22000,-4100,-18.64
7946,Madhya Pradesh,Leather,Female,10th Pass,7,11996,18000,6004,33.36,True,14000,2004,14.31
7947,Karnataka,Textiles,Female,10th Pass,26,16028,21600,5572,25.8,True,14000,-2028,-14.49
7948,Haryana,Retail,Male,10th Pass,34,21022,20400,-622,-3.05,False,14000,-7022,-50.16
7949,Karnataka,Small Manufacturing,Male,10th Pass,0,13142,21600,8458,39.16,True,14000,858,6.13
7950,Maharashtra,Retail,Male,5th Pass,24,13628,20400,6772,33.2,True,9000,-4628,-51.42
7951,Haryana,Construction,Female,Diploma,22,20902,20400,-502,-2.46,False,22000,1098,4.99
7952,Madhya Pradesh,Food Processing,Male,Illiterate,25,15243,18000,2757,15.32,True,7000,-8243,-117.76
7953,Maharashtra,Chemicals,Male,12th Pass,27,23404,20400,-3004,-14.73,False,18000,-5404,-30.02
7954,Uttar Pradesh,Small Manufacturing,Male,10th Pass,26,20458,19500,-958,-4.91,False,14000,-6458,-46.13
7955,Rajasthan,Agriculture,Male,10th Pass,32,25367,19500,-5867,-30.09,False,14000,-11367,-81.19
7956,Tamil Nadu,Retail,Male,10th Pass,15,18536,18000,-536,-2.98,False,14000,-4536,-32.4
7957,Gujarat,Machinery,Male,Illiterate,12,11241,21600,10359,47.96,True,7000,-4241,-60.59
7958,Uttar Pradesh,Machinery,Male,5th Pass,16,11512,19500,7988,40.96,True,9000,-2512,-27.91
7959,Karnataka,Food Processing,Female,12th Pass,11,18460,21600,3140,14.54,True,18000,-460,-2.56
7960,Karnataka,Chemicals,Male,10th Pass,30,22660,21600,-1060,-4.91,False,14000,-8660,-61.86
7961,Uttar Pradesh,Agriculture,Female,Diploma,11,18772,19500,728,3.73,True,22000,3228,14.67
7962,Karnataka,Construction,Male,12th Pass,5,18208,21600,3392,15.7,True,18000,-208,-1.16
7963,Jharkhand,Services,Female,12th Pass,29,25013,17800,-7213,-40.52,False,18000,-7013,-38.96
7964,Madhya Pradesh,Food Processing,Male,10th Pass,10,15685,18000,2315,12.86,True,14000,-1685,-12.04
7965,Maharashtra,IT Services,Male,10th Pass,11,14682,20400,5718,28.03,True,14000,-682,-4.87
7966,Tamil Nadu,Manufacturing,Male,Diploma,25,31413,18000,-13413,-74.52,False,22000,-9413,-42.79
7967,Tamil Nadu,Mining,Male,12th Pass,19,27088,18000,-9088,-50.49,False,18000,-9088,-50.49
7968,Gujarat,Construction,Male,12th Pass,13,18554,21600,3046,14.1,True,18000,-554,-3.08
7969,Punjab,Small Manufacturing,Male,Graduate,14,40409,18500,-21909,-118.43,False,32000,-8409,-26.28
7970,Uttar Pradesh,Textiles,Male,12th Pass,4,20680,19500,-1180,-6.05,False,18000,-2680,-14.89
7971,Odisha,Manufacturing,Male,5th Pass,5,9007,17500,8493,48.53,True,9000,-7,-0.08
7972,Rajasthan,Chemicals,Male,Illiterate,0,6883,19500,12617,64.7,True,7000,117,1.67
7973,Tamil Nadu,Leather,Male,Illiterate,3,6887,18000,11113,61.74,True,7000,113,1.61
7974,Uttar Pradesh,IT Services,Female,Diploma,14,21871,19500,-2371,-12.16,False,22000,129,0.59
7975,Haryana,Metals,Female,12th Pass,30,26026,20400,-5626,-27.58,False,18000,-8026,-44.59
7976,West Bengal,Textiles,Male,10th Pass,19,22087,20400,-1687,-8.27,False,14000,-8087,-57.76
7977,Uttar Pradesh,Leather,Male,5th Pass,9,11121,19500,8379,42.97,True,9000,-2121,-23.57
7978,West Bengal,Agriculture,Male,12th Pass,19,26198,20400,-5798,-28.42,False,18000,-8198,-45.54
7979,West Bengal,Retail,Male,5th Pass,31,17074,20400,3326,16.3,True,9000,-8074,-89.71
7980,Haryana,Food Processing,Male,12th Pass,18,26506,20400,-6106,-29.93,False,18000,-8506,-47.26
7981,Gujarat,Mining,Male,5th Pass,9,13510,21600,8090,37.45,True,9000,-4510,-50.11
7982,Uttar Pradesh,Retail,Male,Diploma,18,25419,19500,-5919,-30.35,False,22000,-3419,-15.54
7983,Punjab,Manufacturing,Male,Diploma,19,23933,18500,-5433,-29.37,False,22000,-1933,-8.79
7984,Madhya Pradesh,Manufacturing,Male,Illiterate,14,13433,18000,4567,25.37,True,7000,-6433,-91.9
7985,Karnataka,Food Processing,Female,10th Pass,34,19882,21600,1718,7.95,True,14000,-5882,-42.01
7986,Chhattisgarh,Construction,Male,10th Pass,9,19099,22500,3401,15.12,True,14000,-5099,-36.42
7987,Uttar Pradesh,Silk,Male,12th Pass,7,21727,19500,-2227,-11.42,False,18000,-3727,-20.71
7988,Telangana,Textiles,Male,12th Pass,0,14622,19500,4878,25.02,True,18000,3378,18.77
7989,Karnataka,Leather,Male,12th Pass,23,20757,21600,843,3.9,True,18000,-2757,-15.32
7990,Tamil Nadu,Construction,Female,Illiterate,30,16063,18000,1937,10.76,True,7000,-9063,-129.47
7991,Maharashtra,IT Services,Male,10th Pass,2,14205,20400,6195,30.37,True,14000,-205,-1.46
7992,Punjab,Leather,Male,5th Pass,32,18214,18500,286,1.55,True,9000,-9214,-102.38
7993,Uttar Pradesh,IT Services,Male,Illiterate,2,7020,19500,12480,64.0,True,7000,-20,-0.29
7994,Uttar Pradesh,Textiles,Female,Illiterate,12,10464,19500,9036,46.34,True,7000,-3464,-49.49
7995,Uttar Pradesh,Construction,Male,Illiterate,25,16843,19500,2657,13.63,True,7000,-9843,-140.61
7996,Maharashtra,Chemicals,Female,Illiterate,0,5939,20400,14461,70.89,True,7000,1061,15.16
7997,Haryana,IT Services,Male,10th Pass,34,23603,20400,-3203,-15.7,False,14000,-9603,-68.59
7998,Maharashtra,Agriculture,Male,Graduate,15,41543,20400,-21143,-103.64,False,32000,-9543,-29.82
7999,Tamil Nadu,IT Services,Male,Diploma,25,28783,18000,-10783,-59.91,False,22000,-6783,-30.83
8000,Maharashtra,Construction,Male,10th Pass,28,22059,20400,-1659,-8.13,False,14000,-8059,-57.56
8001,Uttar Pradesh,Agriculture,Female,Diploma,2,20248,19500,-748,-3.84,False,22000,1752,7.96
8002,Maharashtra,Silk,Female,12th Pass,2,14370,20400,6030,29.56,True,18000,3630,20.17
8003,West Bengal,Metals,Male,Illiterate,18,13843,20400,6557,32.14,True,7000,-6843,-97.76
8004,Maharashtra,Manufacturing,Male,Illiterate,21,14435,20400,5965,29.24,True,7000,-7435,-106.21
8005,Jharkhand,Retail,Male,5th Pass,21,14160,17800,3640,20.45,True,9000,-5160,-57.33
8006,Uttar Pradesh,Chemicals,Female,Graduate,4,33707,19500,-14207,-72.86,False,32000,-1707,-5.33
8007,Uttar Pradesh,Construction,Male,12th Pass,30,23263,19500,-3763,-19.3,False,18000,-5263,-29.24
8008,Maharashtra,Agriculture,Male,5th Pass,25,15447,20400,4953,24.28,True,9000,-6447,-71.63
8009,Rajasthan,Small Manufacturing,Male,12th Pass,3,15965,19500,3535,18.13,True,18000,2035,11.31
8010,Uttar Pradesh,Small Manufacturing,Female,12th Pass,33,21220,19500,-1720,-8.82,False,18000,-3220,-17.89
8011,Uttar Pradesh,Services,Male,10th Pass,15,16957,19500,2543,13.04,True,14000,-2957,-21.12
8012,Maharashtra,Small Manufacturing,Male,10th Pass,32,24960,20400,-4560,-22.35,False,14000,-10960,-78.29
8013,Rajasthan,Construction,Male,12th Pass,1,17538,19500,1962,10.06,True,18000,462,2.57
8014,Uttar Pradesh,Silk,Female,12th Pass,13,20110,19500,-610,-3.13,False,18000,-2110,-11.72
8015,Tamil Nadu,Agriculture,Male,10th Pass,6,18853,18000,-853,-4.74,False,14000,-4853,-34.66
8016,Gujarat,Textiles,Male,5th Pass,20,13179,21600,8421,38.99,True,9000,-4179,-46.43
8017,Uttar Pradesh,Agriculture,Female,5th Pass,29,14516,19500,4984,25.56,True,9000,-5516,-61.29
8018,Punjab,Silk,Male,10th Pass,4,18187,18500,313,1.69,True,14000,-4187,-29.91
8019,Maharashtra,Machinery,Female,5th Pass,4,8590,20400,11810,57.89,True,9000,410,4.56
8020,Uttar Pradesh,Construction,Male,Diploma,3,22051,19500,-2551,-13.08,False,22000,-51,-0.23
8021,Tamil Nadu,Small Manufacturing,Male,5th Pass,31,15848,18000,2152,11.96,True,9000,-6848,-76.09
8022,Rajasthan,Mining,Male,Illiterate,22,11280,19500,8220,42.15,True,7000,-4280,-61.14
8023,Gujarat,Retail,Female,Graduate,3,26222,21600,-4622,-21.4,False,32000,5778,18.06
8024,Telangana,Agriculture,Male,5th Pass,13,11172,19500,8328,42.71,True,9000,-2172,-24.13
8025,Uttar Pradesh,Chemicals,Male,12th Pass,8,17248,19500,2252,11.55,True,18000,752,4.18
8026,Tamil Nadu,Small Manufacturing,Male,10th Pass,0,11775,18000,6225,34.58,True,14000,2225,15.89
8027,Uttar Pradesh,IT Services,Male,10th Pass,10,14295,19500,5205,26.69,True,14000,-295,-2.11
8028,Maharashtra,Silk,Male,Diploma,24,32688,20400,-12288,-60.24,False,22000,-10688,-48.58
8029,Gujarat,Retail,Male,Diploma,3,24617,21600,-3017,-13.97,False,22000,-2617,-11.9
8030,Maharashtra,Agriculture,Female,10th Pass,8,16720,20400,3680,18.04,True,14000,-2720,-19.43
8031,Uttar Pradesh,Retail,Female,5th Pass,33,13003,19500,6497,33.32,True,9000,-4003,-44.48
8032,Uttar Pradesh,Construction,Female,12th Pass,16,19611,19500,-111,-0.57,False,18000,-1611,-8.95
8033,Maharashtra,Manufacturing,Male,5th Pass,20,14266,20400,6134,30.07,True,9000,-5266,-58.51
8034,Karnataka,Agriculture,Male,Graduate,19,40827,21600,-19227,-89.01,False,32000,-8827,-27.58
8035,Gujarat,Textiles,Female,5th Pass,29,16850,21600,4750,21.99,True,9000,-7850,-87.22
8036,Maharashtra,IT Services,Male,10th Pass,1,15475,20400,4925,24.14,True,14000,-1475,-10.54
8037,Gujarat,Manufacturing,Male,5th Pass,16,16212,21600,5388,24.94,True,9000,-7212,-80.13
8038,Telangana,Textiles,Male,10th Pass,2,12059,19500,7441,38.16,True,14000,1941,13.86
8039,Madhya Pradesh,Metals,Male,Illiterate,25,13493,18000,4507,25.04,True,7000,-6493,-92.76
8040,Punjab,Manufacturing,Male,Diploma,4,24875,18500,-6375,-34.46,False,22000,-2875,-13.07
8041,Maharashtra,Retail,Male,Diploma,3,24258,20400,-3858,-18.91,False,22000,-2258,-10.26
8042,Karnataka,Food Processing,Male,10th Pass,20,17638,21600,3962,18.34,True,14000,-3638,-25.99
8043,Odisha,Food Processing,Male,Diploma,7,25745,17500,-8245,-47.11,False,22000,-3745,-17.02
8044,Karnataka,Agriculture,Female,Illiterate,9,9865,21600,11735,54.33,True,7000,-2865,-40.93
8045,Tamil Nadu,Agriculture,Male,Diploma,13,29574,18000,-11574,-64.3,False,22000,-7574,-34.43
8046,Uttar Pradesh,Manufacturing,Male,5th Pass,20,14003,19500,5497,28.19,True,9000,-5003,-55.59
8047,Uttar Pradesh,Textiles,Female,5th Pass,6,8643,19500,10857,55.68,True,9000,357,3.97
8048,Gujarat,Agriculture,Male,12th Pass,30,23622,21600,-2022,-9.36,False,18000,-5622,-31.23
8049,Chhattisgarh,Manufacturing,Female,Graduate,9,31044,22500,-8544,-37.97,False,32000,956,2.99
8050,Uttar Pradesh,Textiles,Male,12th Pass,23,26350,19500,-6850,-35.13,False,18000,-8350,-46.39
8051,Gujarat,Construction,Female,Graduate,10,29111,21600,-7511,-34.77,False,32000,2889,9.03
8052,Chhattisgarh,Leather,Male,12th Pass,31,31115,22500,-8615,-38.29,False,18000,-13115,-72.86
8053,Odisha,Manufacturing,Male,12th Pass,26,24595,17500,-7095,-40.54,False,18000,-6595,-36.64
8054,Karnataka,Textiles,Male,12th Pass,31,25397,21600,-3797,-17.58,False,18000,-7397,-41.09
8055,Maharashtra,Agriculture,Male,12th Pass,29,26604,20400,-6204,-30.41,False,18000,-8604,-47.8
8056,Tamil Nadu,Leather,Female,12th Pass,7,19527,18000,-1527,-8.48,False,18000,-1527,-8.48
8057,Uttar Pradesh,IT Services,Female,Diploma,21,27286,19500,-7786,-39.93,False,22000,-5286,-24.03
8058,Telangana,Agriculture,Female,10th Pass,24,18812,19500,688,3.53,True,14000,-4812,-34.37
8059,Madhya Pradesh,Chemicals,Male,10th Pass,20,19444,18000,-1444,-8.02,False,14000,-5444,-38.89
8060,Karnataka,Agriculture,Male,12th Pass,10,16995,21600,4605,21.32,True,18000,1005,5.58
8061,Maharashtra,Services,Female,Diploma,9,19219,20400,1181,5.79,True,22000,2781,12.64
8062,Karnataka,Silk,Male,Diploma,0,22774,21600,-1174,-5.44,False,22000,-774,-3.52
8063,Uttar Pradesh,IT Services,Male,Illiterate,8,11151,19500,8349,42.82,True,7000,-4151,-59.3
8064,Karnataka,Agriculture,Male,12th Pass,2,19762,21600,1838,8.51,True,18000,-1762,-9.79
8065,Uttar Pradesh,Retail,Female,10th Pass,2,10462,19500,9038,46.35,True,14000,3538,25.27
8066,Punjab,Mining,Female,12th Pass,20,20028,18500,-1528,-8.26,False,18000,-2028,-11.27
8067,Chhattisgarh,Agriculture,Male,5th Pass,0,10220,22500,12280,54.58,True,9000,-1220,-13.56
8068,Uttar Pradesh,Services,Male,12th Pass,32,22324,19500,-2824,-14.48,False,18000,-4324,-24.02
8069,Haryana,Construction,Female,10th Pass,4,11385,20400,9015,44.19,True,14000,2615,18.68
8070,Uttar Pradesh,IT Services,Female,Diploma,21,24380,19500,-4880,-25.03,False,22000,-2380,-10.82
8071,West Bengal,Chemicals,Male,Diploma,10,28138,20400,-7738,-37.93,False,22000,-6138,-27.9
8072,Telangana,Agriculture,Male,Diploma,16,28847,19500,-9347,-47.93,False,22000,-6847,-31.12
8073,Punjab,Services,Male,10th Pass,15,21328,18500,-2828,-15.29,False,14000,-7328,-52.34
8074,Odisha,Mining,Female,10th Pass,4,12110,17500,5390,30.8,True,14000,1890,13.5
8075,Karnataka,Manufacturing,Male,Diploma,25,31401,21600,-9801,-45.38,False,22000,-9401,-42.73
8076,Uttar Pradesh,IT Services,Male,Diploma,3,19608,19500,-108,-0.55,False,22000,2392,10.87
8077,Tamil Nadu,Small Manufacturing,Male,Diploma,11,29829,18000,-11829,-65.72,False,22000,-7829,-35.59
8078,Haryana,Construction,Male,10th Pass,16,15488,20400,4912,24.08,True,14000,-1488,-10.63
8079,Maharashtra,Manufacturing,Male,Illiterate,1,8032,20400,12368,60.63,True,7000,-1032,-14.74
8080,Rajasthan,IT Services,Female,12th Pass,18,19218,19500,282,1.45,True,18000,-1218,-6.77
8081,Uttar Pradesh,Retail,Female,10th Pass,5,13647,19500,5853,30.02,True,14000,353,2.52
8082,Uttar Pradesh,Retail,Female,Diploma,33,32196,19500,-12696,-65.11,False,22000,-10196,-46.35
8083,Uttar Pradesh,Food Processing,Male,12th Pass,23,26342,19500,-6842,-35.09,False,18000,-8342,-46.34
8084,Chhattisgarh,Retail,Female,10th Pass,28,21370,22500,1130,5.02,True,14000,-7370,-52.64
8085,West Bengal,IT Services,Female,Diploma,17,20411,20400,-11,-0.05,False,22000,1589,7.22
8086,Odisha,Retail,Male,10th Pass,3,15749,17500,1751,10.01,True,14000,-1749,-12.49
8087,Uttar Pradesh,Textiles,Female,12th Pass,3,17443,19500,2057,10.55,True,18000,557,3.09
8088,Maharashtra,Machinery,Female,12th Pass,3,18287,20400,2113,10.36,True,18000,-287,-1.59
8089,Gujarat,Manufacturing,Male,10th Pass,22,20711,21600,889,4.12,True,14000,-6711,-47.94
8090,Maharashtra,Services,Female,12th Pass,21,20167,20400,233,1.14,True,18000,-2167,-12.04
8091,Karnataka,Leather,Male,Diploma,2,25404,21600,-3804,-17.61,False,22000,-3404,-15.47
8092,Gujarat,Textiles,Male,12th Pass,21,24528,21600,-2928,-13.56,False,18000,-6528,-36.27
8093,Tamil Nadu,Manufacturing,Male,10th Pass,0,16041,18000,1959,10.88,True,14000,-2041,-14.58
8094,Karnataka,Construction,Male,Illiterate,7,7479,21600,14121,65.38,True,7000,-479,-6.84
8095,Maharashtra,Agriculture,Female,Graduate,18,27445,20400,-7045,-34.53,False,32000,4555,14.23
8096,Telangana,Agriculture,Female,Diploma,29,30268,19500,-10768,-55.22,False,22000,-8268,-37.58
8097,Uttar Pradesh,Machinery,Male,12th Pass,26,22377,19500,-2877,-14.75,False,18000,-4377,-24.32
8098,Maharashtra,Metals,Male,12th Pass,11,20559,20400,-159,-0.78,False,18000,-2559,-14.22
8099,Karnataka,IT Services,Male,10th Pass,33,26052,21600,-4452,-20.61,False,14000,-12052,-86.09
8100,Uttar Pradesh,Agriculture,Male,5th Pass,14,10717,19500,8783,45.04,True,9000,-1717,-19.08
8101,Haryana,Construction,Male,Illiterate,19,14503,20400,5897,28.91,True,7000,-7503,-107.19
8102,West Bengal,Manufacturing,Male,5th Pass,23,17856,20400,2544,12.47,True,9000,-8856,-98.4
8103,Punjab,Retail,Female,12th Pass,30,24788,18500,-6288,-33.99,False,18000,-6788,-37.71
8104,Rajasthan,IT Services,Male,12th Pass,12,20361,19500,-861,-4.42,False,18000,-2361,-13.12
8105,Gujarat,Mining,Male,Diploma,27,25202,21600,-3602,-16.68,False,22000,-3202,-14.55
8106,Jharkhand,Agriculture,Female,10th Pass,19,17283,17800,517,2.9,True,14000,-3283,-23.45
8107,Uttar Pradesh,Construction,Male,10th Pass,31,24835,19500,-5335,-27.36,False,14000,-10835,-77.39
8108,Karnataka,Retail,Male,Illiterate,4,8554,21600,13046,60.4,True,7000,-1554,-22.2
8109,Gujarat,Chemicals,Male,5th Pass,27,17736,21600,3864,17.89,True,9000,-8736,-97.07
8110,Uttar Pradesh,Manufacturing,Male,5th Pass,31,21362,19500,-1862,-9.55,False,9000,-12362,-137.36
8111,Tamil Nadu,Agriculture,Male,12th Pass,20,25503,18000,-7503,-41.68,False,18000,-7503,-41.68
8112,Gujarat,Construction,Female,Illiterate,20,9615,21600,11985,55.49,True,7000,-2615,-37.36
8113,Rajasthan,Machinery,Female,Graduate,29,36958,19500,-17458,-89.53,False,32000,-4958,-15.49
