Worker_ID,Industry,Skill_Level,Education_Level,Experience_Years,Employment_Type,Contract_Type,Working_Hours_Per_Day,Overtime_Hours,Productivity_Score,Region_Type,State,Cost_of_Living_Index,Minimum_Wage_Legal,Law_Revision_Year,Enforcement_Level,Actual_Wage,Written_Contract,Fair_Wage_AI,Wage_Gap,Gap_Severity,Likely_Law_Gap
59308,MSME Manufacturing,Semi-skilled,Secondary,17.0,Permanent,Verbal,9.0,1.0,83.0,Urban,Maharashtra,1.25,484.0,2019.0,Medium,934.0,No,1056.0,122.0,Severe,Weak enforcement
59309,Construction,Semi-skilled,,5.0,Contract,Verbal,,,86.0,Rural,Gujarat,1.12,301.0,2019.0,Weak,565.0,No,613.0,48.0,Mild,Acceptable compliance
59310,Silk,,,,Contract,Contractor,11.0,3.0,,Rural,Bihar,0.82,,,,274.0,,,,,
59311,Construction,Semi-skilled,Secondary,6.0,Permanent,Contractor,11.0,3.0,62.0,Urban,Tamil Nadu,1.15,422.0,2012.0,Weak,684.0,,725.0,41.0,Mild,Acceptable compliance
59312,Silk,Skilled,ITI,6.0,Contract,Daily,8.0,0.0,67.0,Rural,Assam,0.78,571.0,2010.0,Weak,465.0,No,635.0,170.0,Severe,Unpaid overtime
59313,MSME Engineering,Semi-skilled,Diploma,9.0,Permanent,Contractor,8.0,0.0,72.0,Rural,Assam,0.78,408.0,2016.0,Medium,288.0,,520.0,232.0,Severe,Informal labor exclusion
59314,Textile (Powerloom),,,7.0,Contract,Daily,10.0,2.0,,Rural,Tamil Nadu,1.15,539.0,2018.0,Medium,358.0,No,,,,
59315,Textile (Powerloom),Unskilled,None,,Permanent,Daily,11.0,3.0,52.0,Rural,Telangana,1.08,334.0,2019.0,Medium,455.0,No,,,,
59316,MSME Manufacturing,Skilled,,4.0,Contract,Contractor,8.0,0.0,65.0,Urban,Maharashtra,1.25,457.0,2015.0,Strong,767.0,,846.0,79.0,Serious,Skill premium ignored
59317,MSME Manufacturing,Semi-skilled,Primary,19.0,Permanent,Contractor,8.0,0.0,92.0,Urban,Telangana,1.08,401.0,2016.0,Weak,801.0,,864.0,63.0,Serious,Skill premium ignored
59318,Leather Tannery,Skilled,Primary,16.0,Permanent,Daily,10.0,2.0,92.0,Rural,Madhya Pradesh,0.88,,,,504.0,No,,,,
59319,Leather,Semi-skilled,None,,Permanent,Daily,11.0,3.0,72.0,Urban,Telangana,1.08,561.0,2019.0,Strong,628.0,No,,,,
59320,Leather Tannery,,Diploma,18.0,Contract,Verbal,8.0,0.0,,Rural,Bihar,0.82,409.0,2013.0,Strong,516.0,No,,,,
59321,Leather,Semi-skilled,Primary,9.0,Contract,Contractor,8.0,0.0,62.0,Rural,Uttar Pradesh,0.85,376.0,2015.0,Weak,422.0,,522.0,100.0,Serious,Skill premium ignored
59322,Construction,Unskilled,Secondary,12.0,Permanent,Verbal,,,77.0,Rural,Madhya Pradesh,0.88,538.0,2015.0,Strong,649.0,No,714.0,65.0,Serious,Skill premium ignored
59323,Construction,Semi-skilled,Primary,6.0,Permanent,Contractor,10.0,2.0,57.0,Rural,Assam,0.78,,,,611.0,,,,,
59324,Leather,Unskilled,Primary,15.0,Permanent,Verbal,10.0,2.0,60.0,Rural,West Bengal,1.05,364.0,2012.0,Medium,400.0,No,665.0,265.0,Severe,Informal labor exclusion
59325,Leather,Semi-skilled,Primary,13.0,Permanent,Contractor,8.0,0.0,80.0,Rural,Uttar Pradesh,0.85,,,,380.0,,,,,
59326,Textile (Powerloom),Semi-skilled,ITI,4.0,Permanent,Daily,9.0,1.0,66.0,Rural,Tamil Nadu,1.15,,,,379.0,No,,,,
59327,MSME Engineering,Skilled,ITI,7.0,Permanent,Verbal,8.0,0.0,71.0,Rural,Maharashtra,1.25,,,,516.0,No,,,,
59328,MSME Manufacturing,Skilled,,8.0,Contract,Verbal,12.0,4.0,88.0,Urban,Maharashtra,1.25,526.0,2013.0,Weak,832.0,No,1040.0,208.0,Severe,Informal labor exclusion
59329,Leather Tannery,Skilled,,,Contract,Written,8.0,0.0,80.0,Rural,Tamil Nadu,1.15,,,,457.0,Yes,,,,
59330,Handloom Silk,Unskilled,None,,Permanent,Verbal,12.0,4.0,68.0,Rural,Maharashtra,1.25,,,,565.0,No,,,,
59331,MSME Manufacturing,Unskilled,ITI,16.0,Contract,Verbal,10.0,2.0,95.0,Rural,Madhya Pradesh,0.88,,,,287.0,No,,,,
59332,Handloom Silk,,,0.0,Contract,Contractor,9.0,1.0,,Urban,West Bengal,1.05,520.0,2016.0,Weak,550.0,,,,,
59333,Construction,,,2.0,Contract,Verbal,,,,Urban,Gujarat,1.12,361.0,2013.0,Weak,,No,,,,
59334,Handloom Silk,Unskilled,Secondary,0.0,Permanent,Verbal,9.0,1.0,66.0,Rural,Gujarat,1.12,,,,493.0,No,,,,
59335,Leather,Unskilled,,10.0,Contract,Verbal,,,57.0,Rural,West Bengal,1.05,590.0,2018.0,Weak,508.0,No,844.0,336.0,Severe,Informal labor exclusion
59336,Handloom Silk,Skilled,None,1.0,Permanent,Verbal,11.0,3.0,92.0,Rural,Madhya Pradesh,0.88,,,,359.0,No,,,,
59337,MSME Engineering,Unskilled,Primary,17.0,Contract,Verbal,10.0,2.0,71.0,Rural,Madhya Pradesh,0.88,584.0,2016.0,Weak,623.0,No,788.0,165.0,Severe,Outdated minimum wage
59338,MSME Engineering,Unskilled,Primary,12.0,Permanent,Written,10.0,2.0,76.0,Urban,Maharashtra,1.25,460.0,2019.0,Strong,706.0,Yes,915.0,209.0,Severe,Unpaid overtime
59339,MSME Engineering,Semi-skilled,Diploma,16.0,Permanent,Contractor,10.0,2.0,77.0,Rural,Maharashtra,1.25,574.0,2018.0,Medium,897.0,,1141.0,244.0,Severe,Unpaid overtime
59340,Handloom Silk,Skilled,None,,Permanent,Contractor,10.0,2.0,89.0,Rural,Telangana,1.08,478.0,2020.0,Strong,311.0,,,,,
59341,Textile (Powerloom),Skilled,,3.0,Contract,Contractor,8.0,0.0,81.0,Rural,Uttar Pradesh,0.85,464.0,2010.0,Strong,462.0,,600.0,138.0,Severe,Contractor loophole
59342,MSME Engineering,Skilled,ITI,16.0,Permanent,Written,11.0,3.0,83.0,Rural,Maharashtra,1.25,387.0,2013.0,Strong,668.0,Yes,953.0,285.0,Severe,Unpaid overtime
59343,Silk,,Secondary,8.0,Contract,Written,8.0,0.0,,Rural,Telangana,1.08,436.0,2013.0,Weak,356.0,Yes,,,,
59344,Construction,Unskilled,,0.0,Contract,Written,8.0,0.0,80.0,Rural,Bihar,0.82,,,,513.0,Yes,,,,
59345,Textile (Powerloom),Semi-skilled,,,Contract,Daily,10.0,2.0,89.0,Urban,Maharashtra,1.25,304.0,2016.0,Weak,369.0,No,,,,
59346,MSME Manufacturing,Semi-skilled,ITI,1.0,Contract,Verbal,10.0,2.0,90.0,Urban,Karnataka,1.1,301.0,2013.0,Strong,448.0,No,567.0,119.0,Serious,Skill premium ignored
59347,Handloom Silk,Semi-skilled,Secondary,15.0,Permanent,Written,8.0,0.0,83.0,Urban,Telangana,1.08,556.0,2010.0,Strong,822.0,Yes,968.0,146.0,Severe,Unpaid overtime
59348,Silk,Skilled,ITI,15.0,Permanent,Daily,11.0,3.0,73.0,Rural,Assam,0.78,316.0,2010.0,Medium,486.0,No,516.0,30.0,Mild,Acceptable compliance
59349,Textile (Powerloom),Unskilled,Secondary,10.0,Permanent,Verbal,,,66.0,Rural,Uttar Pradesh,0.85,494.0,2016.0,Weak,540.0,No,617.0,77.0,Serious,Skill premium ignored
59350,Construction,Skilled,ITI,2.0,Permanent,Written,11.0,3.0,84.0,Rural,Maharashtra,1.25,345.0,2010.0,Weak,519.0,Yes,728.0,209.0,Severe,Outdated minimum wage
59351,Construction,Semi-skilled,None,,Contract,Verbal,9.0,1.0,83.0,Urban,Maharashtra,1.25,595.0,2010.0,Strong,526.0,No,,,,
59352,MSME Manufacturing,Unskilled,ITI,0.0,Contract,Contractor,8.0,0.0,90.0,Rural,Uttar Pradesh,0.85,539.0,2016.0,Weak,503.0,,611.0,108.0,Serious,Skill premium ignored
59353,Leather Tannery,Skilled,ITI,7.0,Contract,Verbal,12.0,4.0,73.0,Urban,West Bengal,1.05,586.0,2015.0,Weak,831.0,No,894.0,63.0,Serious,Skill premium ignored
59354,Silk,Unskilled,Primary,0.0,Permanent,Contractor,9.0,1.0,45.0,Urban,West Bengal,1.05,435.0,2018.0,Weak,325.0,,551.0,226.0,Severe,Informal labor exclusion
59355,Construction,Unskilled,Diploma,9.0,Permanent,Daily,8.0,0.0,86.0,Rural,Assam,0.78,543.0,2012.0,Weak,593.0,No,627.0,34.0,Mild,Acceptable compliance
59356,Leather,Skilled,None,2.0,Permanent,Contractor,11.0,3.0,53.0,Rural,Tamil Nadu,1.15,436.0,2012.0,Medium,655.0,,703.0,48.0,Mild,Acceptable compliance
59357,Leather Tannery,Unskilled,Secondary,16.0,Permanent,Written,11.0,3.0,49.0,Rural,Gujarat,1.12,,,,586.0,Yes,,,,
59358,MSME Engineering,,Secondary,10.0,Contract,Contractor,10.0,2.0,,Rural,Maharashtra,1.25,396.0,2012.0,Strong,575.0,,,,,
59359,Silk,Skilled,Diploma,9.0,Contract,Verbal,,,63.0,Rural,Madhya Pradesh,0.88,,,,,No,,,,
59360,MSME Engineering,,ITI,8.0,Contract,Daily,9.0,1.0,,Rural,Assam,0.78,,,,301.0,No,,,,
59361,Handloom Silk,Skilled,None,,Contract,Daily,9.0,1.0,60.0,Urban,Telangana,1.08,328.0,2010.0,Weak,435.0,No,,,,
59362,Handloom Silk,Unskilled,None,3.0,Contract,Verbal,8.0,0.0,88.0,Rural,Assam,0.78,310.0,2013.0,Strong,260.0,No,402.0,142.0,Severe,Contractor loophole
59363,Leather,Unskilled,ITI,7.0,Permanent,Contractor,11.0,3.0,71.0,Rural,Madhya Pradesh,0.88,,,,384.0,,,,,
59364,MSME Engineering,Unskilled,Diploma,15.0,Permanent,Verbal,12.0,4.0,89.0,Rural,Uttar Pradesh,0.85,493.0,2013.0,Strong,635.0,No,697.0,62.0,Serious,Skill premium ignored
59365,Silk,Skilled,None,1.0,Permanent,Verbal,9.0,1.0,58.0,Urban,Telangana,1.08,390.0,2019.0,Medium,553.0,No,611.0,58.0,Serious,Skill premium ignored
59366,Textile (Powerloom),,Diploma,18.0,Contract,Written,8.0,0.0,,Rural,Gujarat,1.12,522.0,2013.0,Weak,496.0,Yes,,,,
59367,Leather,Skilled,,,Contract,Daily,11.0,3.0,84.0,Urban,Gujarat,1.12,336.0,2016.0,Medium,601.0,No,,,,
59368,Construction,Semi-skilled,,,Contract,Daily,8.0,0.0,84.0,Rural,Telangana,1.08,383.0,2016.0,Strong,443.0,No,,,,
59369,MSME Manufacturing,Skilled,ITI,3.0,Permanent,Written,9.0,1.0,77.0,Rural,Uttar Pradesh,0.85,404.0,2020.0,Strong,483.0,Yes,542.0,59.0,Serious,Skill premium ignored
59370,Leather,Semi-skilled,Secondary,17.0,Permanent,Daily,8.0,0.0,58.0,Rural,Madhya Pradesh,0.88,,,,422.0,No,,,,
59371,Leather Tannery,Unskilled,None,5.0,Contract,Daily,8.0,0.0,70.0,Urban,Gujarat,1.12,535.0,2020.0,Strong,592.0,No,812.0,220.0,Severe,Contractor loophole
59372,Leather,,ITI,11.0,Contract,Contractor,10.0,2.0,,Rural,Uttar Pradesh,0.85,,,,449.0,,,,,
59373,MSME Engineering,Semi-skilled,Diploma,12.0,Contract,Verbal,8.0,0.0,85.0,Rural,Bihar,0.82,,,,319.0,No,,,,
59374,Leather Tannery,Unskilled,ITI,18.0,Permanent,Verbal,8.0,0.0,63.0,Urban,Gujarat,1.12,527.0,2012.0,Strong,652.0,No,932.0,280.0,Severe,Outdated minimum wage
59375,Leather,Unskilled,None,,Permanent,Verbal,9.0,1.0,73.0,Rural,Uttar Pradesh,0.85,458.0,2013.0,Strong,482.0,No,,,,
59376,MSME Manufacturing,Unskilled,Secondary,1.0,Contract,Verbal,11.0,3.0,75.0,Urban,Tamil Nadu,1.15,583.0,2019.0,Medium,617.0,No,854.0,237.0,Severe,Unpaid overtime
59377,Textile (Powerloom),Unskilled,,2.0,Contract,Daily,10.0,2.0,67.0,Urban,Gujarat,1.12,344.0,2020.0,Medium,346.0,No,557.0,211.0,Severe,Contractor loophole
59378,Construction,Skilled,Diploma,16.0,Contract,Contractor,10.0,2.0,56.0,Rural,Bihar,0.82,,,,303.0,,,,,
59379,Construction,Semi-skilled,,,Contract,Daily,10.0,2.0,85.0,Rural,Karnataka,1.1,430.0,2015.0,Weak,487.0,No,,,,
59380,Handloom Silk,Semi-skilled,None,7.0,Permanent,Verbal,,,93.0,Rural,Madhya Pradesh,0.88,,,,,No,,,,
59381,Handloom Silk,Unskilled,Diploma,17.0,Contract,Daily,10.0,2.0,55.0,Rural,Bihar,0.82,315.0,2019.0,Strong,426.0,No,487.0,61.0,Serious,Skill premium ignored
59382,Handloom Silk,,,6.0,Contract,Daily,11.0,3.0,,Rural,Bihar,0.82,493.0,2020.0,Strong,450.0,No,,,,
59383,Handloom Silk,Semi-skilled,Secondary,15.0,Contract,Contractor,8.0,0.0,77.0,Urban,Maharashtra,1.25,482.0,2020.0,Medium,956.0,,1013.0,57.0,Serious,Skill premium ignored
59384,Handloom Silk,Unskilled,,6.0,Contract,Daily,9.0,1.0,89.0,Rural,Madhya Pradesh,0.88,,,,327.0,No,,,,
59385,Leather Tannery,Semi-skilled,ITI,4.0,Contract,Contractor,8.0,0.0,88.0,Rural,Bihar,0.82,,,,590.0,,,,,
59386,MSME Manufacturing,,None,7.0,Contract,Verbal,10.0,2.0,,Rural,Bihar,0.82,,,,485.0,No,,,,
59387,Leather Tannery,Semi-skilled,,4.0,Contract,Contractor,11.0,3.0,82.0,Rural,Gujarat,1.12,399.0,2019.0,Medium,471.0,,703.0,232.0,Severe,Contractor loophole
59388,Handloom Silk,Unskilled,Secondary,2.0,Permanent,Contractor,11.0,3.0,47.0,Rural,Tamil Nadu,1.15,,,,368.0,,,,,
59389,Leather Tannery,Unskilled,Primary,20.0,Permanent,Verbal,8.0,0.0,88.0,Rural,Madhya Pradesh,0.88,473.0,2019.0,Weak,672.0,No,747.0,75.0,Serious,Skill premium ignored
59390,MSME Engineering,Semi-skilled,None,,Contract,Verbal,,,68.0,Rural,Bihar,0.82,,,,,No,,,,
59391,MSME Manufacturing,,ITI,5.0,Contract,Daily,10.0,2.0,,Urban,Karnataka,1.1,401.0,2018.0,Medium,348.0,No,,,,
59392,MSME Engineering,Unskilled,None,7.0,Contract,Daily,8.0,0.0,77.0,Urban,Karnataka,1.1,344.0,2010.0,Medium,399.0,No,624.0,225.0,Severe,Weak enforcement
59393,MSME Manufacturing,,,,Contract,Daily,11.0,3.0,,Urban,West Bengal,1.05,520.0,2012.0,Medium,616.0,No,,,,
59394,Construction,Unskilled,,6.0,Contract,Contractor,9.0,1.0,94.0,Rural,Madhya Pradesh,0.88,,,,442.0,,,,,
59395,Leather Tannery,Unskilled,,8.0,Contract,Daily,11.0,3.0,87.0,Rural,West Bengal,1.05,579.0,2010.0,Weak,726.0,No,874.0,148.0,Severe,Weak enforcement
59396,MSME Manufacturing,Unskilled,None,6.0,Contract,Contractor,11.0,3.0,49.0,Rural,Uttar Pradesh,0.85,,,,274.0,,,,,
59397,Leather,Semi-skilled,None,,Contract,Written,9.0,1.0,53.0,Rural,Uttar Pradesh,0.85,394.0,2018.0,Medium,288.0,Yes,,,,
59398,Textile (Powerloom),Semi-skilled,ITI,15.0,Permanent,Verbal,,,62.0,Urban,Tamil Nadu,1.15,392.0,2016.0,Weak,682.0,No,794.0,112.0,Serious,Skill premium ignored
59399,Construction,,Primary,7.0,Contract,Contractor,8.0,0.0,,Rural,Uttar Pradesh,0.85,321.0,2010.0,Weak,434.0,,,,,
59400,MSME Engineering,Skilled,Secondary,6.0,Permanent,Written,9.0,1.0,69.0,Rural,West Bengal,1.05,,,,283.0,Yes,,,,
59401,Leather Tannery,Skilled,Diploma,9.0,Permanent,Written,10.0,2.0,86.0,Rural,Assam,0.78,,,,540.0,Yes,,,,
59402,MSME Manufacturing,Semi-skilled,None,8.0,Permanent,Daily,8.0,0.0,90.0,Rural,Tamil Nadu,1.15,,,,269.0,No,,,,
59403,Silk,Semi-skilled,None,,Contract,Verbal,10.0,2.0,61.0,Rural,Gujarat,1.12,,,,488.0,No,,,,
59404,Silk,,Primary,17.0,Contract,Contractor,9.0,1.0,,Rural,Bihar,0.82,,,,390.0,,,,,
59405,Leather,,Diploma,10.0,Contract,Written,10.0,2.0,,Rural,Madhya Pradesh,0.88,578.0,2018.0,Strong,261.0,Yes,,,,
59406,MSME Engineering,Semi-skilled,,,Contract,Daily,10.0,2.0,91.0,Rural,Uttar Pradesh,0.85,,,,438.0,No,,,,
59407,Textile (Powerloom),Unskilled,None,6.0,Permanent,Contractor,11.0,3.0,71.0,Rural,West Bengal,1.05,,,,509.0,,,,,
59408,Handloom Silk,Unskilled,,,Contract,Verbal,9.0,1.0,80.0,Rural,Karnataka,1.1,,,,613.0,No,,,,
59409,Textile (Powerloom),Semi-skilled,,,Contract,Written,10.0,2.0,50.0,Rural,Assam,0.78,552.0,2013.0,Medium,326.0,Yes,,,,
59410,Textile (Powerloom),Unskilled,Secondary,14.0,Contract,Daily,9.0,1.0,57.0,Urban,Karnataka,1.1,396.0,2016.0,Strong,589.0,No,715.0,126.0,Severe,Unpaid overtime
59411,Handloom Silk,Semi-skilled,Diploma,2.0,Permanent,Verbal,10.0,2.0,56.0,Rural,Uttar Pradesh,0.85,391.0,2018.0,Medium,401.0,No,465.0,64.0,Serious,Skill premium ignored
59412,Silk,Semi-skilled,Primary,20.0,Permanent,Daily,11.0,3.0,91.0,Rural,Madhya Pradesh,0.88,,,,562.0,No,,,,
59413,Leather Tannery,,Diploma,6.0,Contract,Daily,10.0,2.0,,Rural,Uttar Pradesh,0.85,318.0,2018.0,Strong,399.0,No,,,,
59414,Textile (Powerloom),Skilled,ITI,15.0,Contract,Verbal,10.0,2.0,50.0,Rural,Uttar Pradesh,0.85,505.0,2020.0,Medium,479.0,No,684.0,205.0,Severe,Informal labor exclusion
59415,Silk,Skilled,ITI,13.0,Permanent,Written,8.0,0.0,60.0,Urban,West Bengal,1.05,314.0,2019.0,Weak,432.0,Yes,644.0,212.0,Severe,Informal labor exclusion
59416,MSME Engineering,Semi-skilled,Secondary,13.0,Permanent,Contractor,8.0,0.0,52.0,Rural,Telangana,1.08,,,,312.0,,,,,
59417,Textile (Powerloom),Skilled,Secondary,1.0,Permanent,Daily,11.0,3.0,69.0,Urban,Karnataka,1.1,600.0,2018.0,Strong,744.0,No,877.0,133.0,Severe,Outdated minimum wage
59418,Silk,Skilled,ITI,11.0,Contract,Written,11.0,3.0,77.0,Rural,Madhya Pradesh,0.88,328.0,2013.0,Medium,337.0,Yes,564.0,227.0,Severe,Outdated minimum wage
59419,Construction,Skilled,Primary,9.0,Permanent,Verbal,8.0,0.0,87.0,Urban,Karnataka,1.1,494.0,2013.0,Strong,659.0,No,888.0,229.0,Severe,Contractor loophole
59420,MSME Engineering,Skilled,Primary,1.0,Permanent,Contractor,8.0,0.0,64.0,Rural,Uttar Pradesh,0.85,327.0,2015.0,Medium,383.0,,437.0,54.0,Serious,Skill premium ignored
59421,Leather Tannery,Skilled,Secondary,3.0,Permanent,Contractor,9.0,1.0,81.0,Rural,Uttar Pradesh,0.85,364.0,2013.0,Weak,345.0,,515.0,170.0,Severe,Weak enforcement
59422,MSME Manufacturing,Unskilled,Diploma,20.0,Permanent,Daily,11.0,3.0,61.0,Rural,Bihar,0.82,,,,581.0,No,,,,
59423,Construction,Unskilled,,,Contract,Contractor,9.0,1.0,74.0,Urban,West Bengal,1.05,586.0,2020.0,Strong,450.0,,,,,
59424,MSME Engineering,Semi-skilled,None,6.0,Permanent,Daily,8.0,0.0,91.0,Rural,Assam,0.78,438.0,2018.0,Strong,475.0,No,549.0,74.0,Serious,Skill premium ignored
59425,Handloom Silk,Semi-skilled,Secondary,5.0,Contract,Verbal,10.0,2.0,86.0,Rural,Bihar,0.82,360.0,2013.0,Medium,464.0,No,497.0,33.0,Mild,Acceptable compliance
59426,Leather,Skilled,,10.0,Contract,Contractor,9.0,1.0,49.0,Rural,Gujarat,1.12,449.0,2012.0,Strong,459.0,,780.0,321.0,Severe,Contractor loophole
59427,Leather,Unskilled,Primary,10.0,Contract,Contractor,10.0,2.0,74.0,Rural,Bihar,0.82,,,,264.0,,,,,
59428,MSME Manufacturing,Skilled,Diploma,17.0,Contract,Verbal,10.0,2.0,56.0,Urban,Gujarat,1.12,462.0,2016.0,Medium,573.0,No,889.0,316.0,Severe,Outdated minimum wage
59429,Textile (Powerloom),,Secondary,14.0,Contract,Written,11.0,3.0,,Rural,Bihar,0.82,587.0,2018.0,Weak,413.0,Yes,,,,
59430,Textile (Powerloom),,ITI,2.0,Contract,Written,10.0,2.0,,Rural,Gujarat,1.12,,,,434.0,Yes,,,,
59431,Leather Tannery,Skilled,Diploma,8.0,Permanent,Daily,10.0,2.0,81.0,Urban,Telangana,1.08,335.0,2015.0,Weak,392.0,No,677.0,285.0,Severe,Unpaid overtime
59432,Handloom Silk,Semi-skilled,Primary,10.0,Permanent,Verbal,11.0,3.0,84.0,Rural,Telangana,1.08,,,,392.0,No,,,,
59433,Handloom Silk,Unskilled,Diploma,12.0,Permanent,Verbal,,,51.0,Urban,Telangana,1.08,463.0,2019.0,Strong,675.0,No,739.0,64.0,Serious,Skill premium ignored
59434,Construction,Skilled,Diploma,6.0,Permanent,Daily,9.0,1.0,80.0,Urban,Tamil Nadu,1.15,409.0,2016.0,Medium,456.0,No,780.0,324.0,Severe,Informal labor exclusion
59435,Textile (Powerloom),Unskilled,,,Contract,Contractor,11.0,3.0,79.0,Urban,Maharashtra,1.25,516.0,2020.0,Weak,283.0,,,,,
59436,Construction,Semi-skilled,,2.0,Contract,Verbal,,,59.0,Rural,Telangana,1.08,,,,,No,,,,
59437,MSME Engineering,,None,5.0,Contract,Verbal,8.0,0.0,,Rural,Gujarat,1.12,,,,388.0,No,,,,
59438,Handloom Silk,Semi-skilled,,,Contract,Written,11.0,3.0,82.0,Rural,Madhya Pradesh,0.88,577.0,2016.0,Strong,307.0,Yes,,,,
59439,Construction,,,6.0,Contract,Daily,10.0,2.0,,Urban,Telangana,1.08,396.0,2020.0,Strong,628.0,No,,,,
59440,Leather,Semi-skilled,Secondary,18.0,Contract,Verbal,,,91.0,Urban,Telangana,1.08,474.0,2019.0,Weak,778.0,No,929.0,151.0,Severe,Weak enforcement
59441,MSME Manufacturing,Unskilled,Diploma,15.0,Permanent,Daily,8.0,0.0,72.0,Urban,Gujarat,1.12,301.0,2010.0,Medium,580.0,No,666.0,86.0,Serious,Skill premium ignored
59442,MSME Engineering,Skilled,Diploma,17.0,Contract,Contractor,10.0,2.0,75.0,Rural,Gujarat,1.12,597.0,2015.0,Weak,629.0,,1083.0,454.0,Severe,Weak enforcement
59443,Leather,Semi-skilled,Diploma,9.0,Permanent,Verbal,12.0,4.0,61.0,Urban,Telangana,1.08,367.0,2013.0,Strong,454.0,No,652.0,198.0,Severe,Unpaid overtime
59444,Handloom Silk,Semi-skilled,None,,Contract,Daily,8.0,0.0,67.0,Rural,Uttar Pradesh,0.85,389.0,2013.0,Strong,589.0,No,,,,
59445,MSME Manufacturing,,ITI,18.0,Contract,Daily,11.0,3.0,,Rural,West Bengal,1.05,301.0,2015.0,Strong,258.0,No,,,,
59446,Construction,Semi-skilled,Diploma,17.0,Permanent,Contractor,9.0,1.0,59.0,Urban,Telangana,1.08,493.0,2019.0,Strong,661.0,,870.0,209.0,Severe,Contractor loophole
59447,Construction,Unskilled,None,6.0,Permanent,Verbal,,,77.0,Rural,Madhya Pradesh,0.88,559.0,2016.0,Medium,385.0,No,680.0,295.0,Severe,Informal labor exclusion
59448,Silk,Unskilled,,,Contract,Daily,9.0,1.0,66.0,Urban,West Bengal,1.05,581.0,2010.0,Strong,360.0,No,,,,
59449,Silk,Semi-skilled,None,3.0,Permanent,Written,8.0,0.0,74.0,Urban,Telangana,1.08,439.0,2015.0,Medium,510.0,Yes,693.0,183.0,Severe,Unpaid overtime
59450,MSME Engineering,Unskilled,Primary,14.0,Permanent,Daily,9.0,1.0,63.0,Rural,Telangana,1.08,588.0,2020.0,Weak,718.0,No,922.0,204.0,Severe,Unpaid overtime
59451,Leather,Semi-skilled,,9.0,Contract,Verbal,12.0,4.0,50.0,Rural,Telangana,1.08,573.0,2019.0,Medium,541.0,No,851.0,310.0,Severe,Weak enforcement
59452,MSME Engineering,,,1.0,Contract,Daily,8.0,0.0,,Rural,Gujarat,1.12,424.0,2015.0,Strong,435.0,No,,,,
59453,Handloom Silk,Unskilled,Primary,10.0,Contract,Verbal,11.0,3.0,73.0,Urban,Gujarat,1.12,375.0,2016.0,Strong,539.0,No,695.0,156.0,Severe,Contractor loophole
59454,MSME Manufacturing,Semi-skilled,Secondary,8.0,Permanent,Contractor,10.0,2.0,93.0,Rural,Uttar Pradesh,0.85,,,,647.0,,,,,
59455,MSME Engineering,Semi-skilled,None,0.0,Permanent,Written,8.0,0.0,80.0,Urban,Karnataka,1.1,353.0,2013.0,Weak,438.0,Yes,591.0,153.0,Severe,Weak enforcement
59456,Construction,Unskilled,Primary,6.0,Permanent,Written,9.0,1.0,75.0,Urban,Maharashtra,1.25,375.0,2019.0,Weak,555.0,Yes,731.0,176.0,Severe,Outdated minimum wage
59457,Leather Tannery,Semi-skilled,Secondary,19.0,Permanent,Daily,9.0,1.0,62.0,Rural,Uttar Pradesh,0.85,334.0,2010.0,Strong,443.0,No,572.0,129.0,Severe,Unpaid overtime
59458,Leather Tannery,Unskilled,None,3.0,Contract,Contractor,11.0,3.0,93.0,Rural,Gujarat,1.12,,,,526.0,,,,,
59459,Construction,Skilled,Secondary,0.0,Contract,Written,10.0,2.0,58.0,Urban,Tamil Nadu,1.15,331.0,2010.0,Weak,327.0,Yes,571.0,244.0,Severe,Contractor loophole
59460,Silk,Skilled,,6.0,Contract,Verbal,,,49.0,Rural,Bihar,0.82,384.0,2015.0,Medium,386.0,No,485.0,99.0,Serious,Skill premium ignored
59461,Construction,Unskilled,ITI,14.0,Permanent,Contractor,9.0,1.0,65.0,Rural,Karnataka,1.1,403.0,2019.0,Weak,434.0,,740.0,306.0,Severe,Weak enforcement
59462,MSME Engineering,Unskilled,Secondary,6.0,Permanent,Daily,11.0,3.0,69.0,Rural,Tamil Nadu,1.15,348.0,2015.0,Weak,528.0,No,627.0,99.0,Serious,Skill premium ignored
59463,MSME Manufacturing,Semi-skilled,Secondary,17.0,Permanent,Verbal,,,47.0,Rural,Assam,0.78,545.0,2013.0,Strong,586.0,No,650.0,64.0,Serious,Skill premium ignored
59464,MSME Manufacturing,Unskilled,Secondary,0.0,Permanent,Daily,11.0,3.0,70.0,Urban,Maharashtra,1.25,581.0,2018.0,Strong,626.0,No,901.0,275.0,Severe,Unpaid overtime
59465,Handloom Silk,Unskilled,ITI,2.0,Permanent,Verbal,9.0,1.0,58.0,Urban,Gujarat,1.12,456.0,2010.0,Weak,561.0,No,663.0,102.0,Serious,Skill premium ignored
59466,Leather Tannery,Unskilled,Secondary,4.0,Permanent,Daily,10.0,2.0,95.0,Rural,Gujarat,1.12,,,,332.0,No,,,,
59467,Handloom Silk,,,5.0,Contract,Written,11.0,3.0,,Rural,Bihar,0.82,578.0,2015.0,Strong,402.0,Yes,,,,
59468,Leather Tannery,Unskilled,Primary,0.0,Permanent,Daily,9.0,1.0,49.0,Urban,Karnataka,1.1,596.0,2016.0,Medium,628.0,No,763.0,135.0,Severe,Unpaid overtime
